Hauteur
4,041
3,29
2,69
2,3986
2,491166667
3,91775
4,70175
5,125666667
5,19775
4,957333333
4,672
4,54825
4,17475
3,616666667
3,0615
2,664333333
2,434666667
3,12525
4,4474
5,0945
5,4275
5,355
5,002
4,645
4,415
3,795
3,128
2,6535
2,41
2,737
3,916
4,7502
5,3665
5,376
5,207
4,913
4,6965
4,2345
3,797
3,182333333
2,698333333
2,554142857
3,296
4,697
5,1305
5,566
5,558
5,201
4,7545
4,357666667
3,814
3,4525
2,934
2,5315
2,8364
3,99025
5,03675
5,5454
5,652
5,477
5,15875
4,7175
4,3295
3,6985
3,004
2,617
2,576777778
3,386333333
4,4535
5,247333333
5,6524
5,661
5,2785
4,8295
4,372
3,782
3,19
2,836
2,427
2,7305
3,9215
5,0808
5,6538
5,8684
5,62925
5,15
4,73425
4,296
3,683
2,973
2,53
2,422545455
3,3315
4,54275
5,23925
5,7594
5,7245
5,253666667
4,626
4,262
3,636
3,172666667
2,73
2,313125
2,5722
4,2738
5,136666667
5,8482
6,0108
5,693333333
5,176666667
4,613
3,954
3,404
2,894
2,442333333
2,479090909
3,7626
5,079333333
5,630333333
5,945
5,83675
5,368
4,7395
4,117
3,468333333
2,936
2,4
2,3209
3,481
4,795
5,42
6,084666667
6,03375
5,5475
5,0945
4,417
3,831
3,11
2,591
2,214166667
2,386571429
4,081666667
5,161
5,88275
5,9978
5,578
5,056666667
4,758583333
3,764
3,205
2,6025
2,1104
2,282222222
3,900666667
5,0738
6,01075
6,2736
6,171333333
5,467
4,721
4,406
3,5615
2,909
2,296
2,122222222
2,8446
4,5355
5,422
6,1584
6,11225
5,6025
5,094
4,3405
3,49
2,9645
2,4635
2,11075
2,7296
4,59375
5,6008
6,2545
6,3302
5,858
5,3535
4,8335
3,956
3,375
2,724
2,1885
2,227181818
3,7794
5,1482
5,9235
6,208
5,995
5,3645
4,691
4,253
3,4445
2,801
2,3468
2,294625
3,729
5,27325
6,039333333
6,44175
6,3735
5,763
5,044666667
4,514666667
3,8935
3,156
2,51525
2,081666667
2,595
4,2785
5,4314
6,079
6,097
5,547
4,86
4,381
3,807
3,1155
2,553
2,0478
2,302125
4,1975
5,349
6,04525
6,2445
5,968333333
5,138
4,6155
4,292
3,2375
2,6715
2,1305
1,951444444
3,320333333
4,67125
5,5678
6,02275
5,908
5,134
4,6405
4,5505
3,514
2,7725
2,283
2,005888889
2,6995
4,738
5,5444
6,1395
6,13675
5,62
4,956
4,211
3,8225
3,152
2,448
2,0388
2,2468
3,908333333
5,029833333
5,826
6,048833333
5,844
5,1205
4,5815
3,996333333
3,305
2,708
2,20375
2,19375
3,82325
5,067
5,83275
6,0915
5,9002
5,303666667
4,725333333
4,1095
3,794
2,909
2,2785
1,934142857
2,484
4,23
5,2465
5,7126
5,74
5,2345
4,642
4,277
3,585
2,804
2,31
1,960714286
2,316333333
3,99375
5,19075
5,7684
5,85175
5,549666667
5,03825
4,516
4,014
3,4345
2,626
2,067
2,099818182
2,9705
4,524
5,29
5,5972
5,52575
5,051333333
4,61375
4,142
3,519333333
2,758
2,393
1,997625
2,5748
4,151
5,0374
5,59
5,60075
5,263
4,695
4,556
3,8825
3,1115
2,48
2,0395
2,0704
3,1
4,4256
5,1354
5,418
5,3412
4,992333333
4,558
4,332
3,3635
2,937
2,292
2,114666667
2,8568
4,21425
5,121333333
5,59
5,5528
5,294666667
4,916
4,636
3,943666667
3,229333333
2,616
2,193
2,292
3,6895
4,654833333
5,31775
5,486333333
5,499
5,280666667
4,903666667
4,301666667
3,654333333
3,073666667
2,421333333
2,186444444
2,993
4,39675
5,01575
5,4415
5,556
5,404
5,16
4,682
4,062
3,205
2,929
2,1725
2,159111111
3,3818
4,4972
5,061
5,431
5,6095
5,5766
5,23
4,562666667
3,867333333
3,116
2,4565
2,149333333
2,6675
4,10925
4,795
5,372
5,658666667
5,6505
5,5344
5
4,422
3,729
2,94
2,417
2,149363636
3,252
4,381
4,994333333
5,5795
5,825
5,758666667
5,399
4,625333333
3,930666667
3,312
2,574
2,1004
2,268428571
3,7545
4,8352
5,278666667
5,6996
5,729666667
5,5105
5,166333333
4,596
3,631
2,944
2,366666667
1,928777778
2,5878
4,179333333
4,958666667
5,74125
6,0055
5,9808
5,6085
4,501
3,874
3,05
2,575
2,078
2,087111111
3,5145
4,635666667
5,330333333
5,833333333
5,99725
5,865
5,481333333
4,552
3,5685
2,951
2,3375
1,899875
2,583333333
4,37125
5,400333333
6,09975
6,3446
6,152
5,682
4,869666667
4,27
3,6095
2,769
2,089
1,928375
3,270666667
4,7595
5,595666667
6,1058
6,238666667
5,862666667
5,494
4,5095
3,92
3,0535
2,367
1,829714286
2,763625
4,399
5,5064
6,258833333
6,49475
6,365666667
5,867
5,079
3,9735
3,4015
2,874
2,104
1,997555556
3,3692
4,88125
5,8175
6,266
6,293333333
5,806
5,204
4,377
3,6075
2,86975
2,328333333
1,797857143
2,740166667
4,4876
5,9006
6,389666667
6,5854
6,196
5,714666667
4,7145
4,0425
3,2705
2,6345
2,071666667
2,057333333
3,4845
5,1544
6,052
6,367
6,267
5,702333333
4,927666667
3,872
3,233
2,6545
2,17825
1,818222222
3,1395
5,008
6,0186
6,549
6,642666667
6,1835
5,678666667
4,538
3,812
3,1845
2,46
1,89225
2,2265
4,1096
5,461333333
6,121
6,255166667
5,8685
5,4054
4,585666667
3,9105
2,9195
2,3635
1,854333333
2,002090909
3,8785
5,2956
6,2198
6,562857143
6,37
6,01775
5,384
4,4065
3,562
3,0205
2,251
1,713333333
2,847666667
4,7114
5,7126
6,205833333
6,086833333
5,493666667
5,103
4,58
3,8455
2,914666667
2,278
1,752714286
2,581125
4,225666667
5,5688
6,3302
6,4662
6,05625
5,61425
4,955333333
4,31
3,439
2,738
2,145666667
1,919888889
3,479833333
5,147333333
5,92675
6,07
5,743
5,244
4,6422
3,904
3,2635
2,640666667
1,9655
1,7706
3,32825
4,945
5,8802
6,227666667
6,051
5,659
4,934333333
4,513
3,4485
2,9095
2,233
1,750333333
2,313
4,287
5,3784
5,869
5,7428
4,975
4,7275
4,31275
3,385
3,151
2,607
1,9004
1,990666667
3,95125
5,145
5,8258
5,9466
5,491333333
5,131
4,744
4,1025
3,179
2,732
2,129
1,9088
3,047
4,556
5,4538
5,674
5,444
4,805
4,481666667
3,978666667
3,507
2,966
2,3705
2,0905
2,3864
3,98225
5,100166667
5,65375
5,651
5,304666667
4,792333333
4,315
3,774
3,122
2,551
2,1055
2,3
3,248
4,510833333
5,2036
5,376
5,08025
4,51
4,253333333
3,951
3,4545
3,0555
2,4685
2,2915
2,850166667
4,2465
4,9398
5,3206
5,22925
4,896
4,47
4,142
3,785
3,24
2,7405
2,3872
2,632555556
3,8185
4,674333333
5,1172
5,1898
4,887333333
4,534
4,298
4,0955
3,520666667
3,1395
2,7525
2,4405
2,9935
4,153
4,97825
5,3205
5,3315
5,084333333
4,648
4,29275
3,907333333
3,3725
2,9255
2,531
2,749
3,821
4,484
5,0455
5,144
5,067
4,833666667
4,549666667
4,191666667
3,879
3,427
2,892
2,780714286
3,633285714
4,239
4,553142857
4,994375
5,1785
5,1892
4,882
4,353333333
4,048
3,456
2,927333333
2,5525
2,60675
3,914666667
4,607
5,077
5,212666667
5,159333333
5,064
4,90175
4,571
3,841
3,2465
2,751
2,4426
2,6954
3,954666667
